,0.4,0.55,0.7,0.85,1.0,1.15,1.3,1.45,1.6
0.6,15.65842304642138,14.643981989752065,13.677600013823074,12.757547598899517,11.882159455885448,11.049831959281633,10.259020690832438,9.508238088731385,8.79605119751919
0.7,15.855780087068322,14.903014859778745,13.992128097519966,13.121717729802246,12.290430150428476,11.496958414419062,10.740040507318108,10.018457683757953,9.331032872302648
0.8,16.01609361179417,15.114099825878252,14.2492737238072,13.42044627753744,12.626486435261798,11.866299793463469,11.138827319074183,10.44304411970674,9.777958260015554
0.9,16.149705446056743,15.290482806177808,14.46471426643573,13.671403876150963,12.90958631642077,12.178325885947352,11.476715523089391,10.803875862760355,10.158954326831577
1.0,16.26331089934469,15.440778884866988,14.648695714117903,13.88619830576413,13.152448858081339,12.446634051860686,11.76796428043301,11.115672905826726,10.48901554009002
1.1,16.361463335523887,15.570869324635876,14.808240534003966,14.072818620472052,13.363866494001714,12.680667676464244,12.022525681293892,11.38876341328977,10.778722587860038
1.2,16.44738284014505,15.684926608049372,14.948347481656981,14.236971487863112,13.55014279764807,12.887223200240218,12.247591593723497,11.630643491533734,11.035790544313942
1.3,16.523420199706496,15.786005171494944,15.072686312329763,14.38285884931754,13.71593370039891,13.071337036114967,12.448509854557454,11.84690756912069,11.265999608605647
1.4,16.59133748365381,15.876399983546008,15.184021153135639,14.513653850701726,13.864764653753578,13.23683348871414,12.629353271402774,12.04182955795166,11.473780205853462
