t_h,R_measured_cm,R_implied_cm,Cbar,rho_dry,m_dry
0.0,2.0,2.0,2.55,278.7323943661972,0.3502654569833353
0.016666666666666666,1.995766666666667,1.9979915838572504,2.5394854812218375,279.2930493865777,0.34948579631699317
0.03333333333333333,1.9915333333333334,1.9961739162718346,2.529995978893031,279.8019159245912,0.34863879857102015
0.05,1.9873000000000003,1.9944652900540025,2.521098543617321,280.2815248424404,0.34775325950001107
0.06666666666666667,1.9830666666666668,1.99283581802706,2.512633803539162,280.7400649976493,0.3468397766737918
0.08333333333333333,1.9788333333333334,1.9912685421785197,2.5045109919885364,281.18216536676556,0.3459043938033087
0.1,1.9746,1.9897520508140385,2.496668910501144,281.610935192596,0.3449511942685239
0.11666666666666667,1.9703666666666668,1.98827846603596,2.4890651728298634,282.0285138888895,0.34398301221138144
0.13333333333333333,1.9661333333333333,1.986841877741558,2.481667917020824,282.4365034139448,0.34300198336419463
0.15,1.9619000000000002,1.9854377100828071,2.4744524245083186,282.83614168204184,0.3420097690207678
0.16666666666666666,1.9576666666666667,1.9840620247568406,2.467397465563522,283.22849677722525,0.341007799539076
0.18333333333333332,1.9534333333333334,1.9827115046819803,2.4604851721915413,283.61446926116605,0.33999728166421006
0.2,1.9491999999999998,1.9813833462935047,2.4537004490419756,283.9948208843218,0.3389792372660231
0.21666666666666667,1.9449666666666667,1.9800753980424406,2.447031647422498,284.3701330682558,0.33795445769413585
0.23333333333333334,1.9407333333333332,1.97878580236571,2.440468708929357,284.7409079062655,0.33692362803357867
0.25,1.9365,1.9775129759703647,2.4340030480489365,285.1075728895079,0.3358873347834226
0.26666666666666666,1.9322666666666668,1.9762552700367537,2.4276258152876355,285.4705782094758,0.33484618196466176
0.2833333333333333,1.9280333333333333,1.9750113370623674,2.421329752942382,285.8302906709862,0.33380066669423564
0.3,1.9238000000000002,1.9737801612474686,2.4151093328713267,286.18698398644915,0.3327511700866431
0.31666666666666665,1.9195666666666666,1.972560374384768,2.408957292901406,286.5410365788874,0.3316981886500226
0.3333333333333333,1.9153333333333336,1.9713511428152217,2.4028691127909525,286.89267432636626,0.3306420351612977
0.35,1.9111,1.9701515652339887,2.3968399656708153,287.24214469070137,0.3295830423863713
0.36666666666666664,1.9068666666666667,1.9689608274890587,2.3908654961643854,287.5896716510513,0.32852151107700134
0.38333333333333336,1.9026333333333332,1.967778228617308,2.3849419461898287,287.93544783069854,0.32745770163962507
0.4,1.8984,1.9666030168573423,2.379065330200451,288.2796822576539,0.3263918890279496
0.4166666666666667,1.8941666666666666,1.9654347085645694,2.3732330274843854,288.6225068179347,0.3253242569086344
0.43333333333333335,1.8899333333333335,1.964272937939993,2.3674430222274454,288.9640197555053,0.32425494843851516
0.45,1.8857,1.963117142343439,2.3616923338967664,289.3043781086764,0.32318417038551966
0.4666666666666667,1.8814666666666666,1.9619669436095153,2.355978917597512,289.64368562828804,0.32211206702097356
0.48333333333333334,1.8772333333333335,1.9608217858136077,2.3502998613322417,289.9820994332058,0.3210388395473364
0.5,1.873,1.9596811073232794,2.3446522440955437,290.3197794876222,0.319964689097362
0.5166666666666667,1.8703666666666667,1.958545090651791,2.3390368393806162,290.6566660475311,0.31943585979808325
0.5333333333333333,1.8677333333333335,1.9574140228256778,2.3334549311733976,290.99266791771373,0.31890524225424255
0.55,1.8651,1.9562878143407816,2.3279059416334267,291.3278054580911,0.3183728713154211
0.5666666666666667,1.8624666666666667,1.9551660171779477,2.322387534583042,291.662206177307,0.3178388983222551
0.5833333333333334,1.8598333333333334,1.9540483578355545,2.3168982453264046,291.9959463465746,0.3173034173439713
0.6,1.8572000000000002,1.952934749620887,2.3114375338778363,292.3290468702881,0.31676646149714255
0.6166666666666667,1.854566666666667,1.9518249726252708,2.306004212050932,292.66156877772244,0.31622810698024173
0.6333333333333333,1.8519333333333332,1.9507186633716458,2.300596397971536,292.99361667235814,0.31568847617587514
0.65,1.8493,1.949615408085691,2.2952119763254375,293.32531103116816,0.31514770722477414
0.6666666666666666,1.8466666666666667,1.9485150116375902,2.289849909618627,293.6567072683474,0.3146058670774982
0.6833333333333333,1.8440333333333332,1.9474174243441018,2.2845098738859426,293.9878172773812,0.3140629755060367
0.7,1.8414,1.9463223611320815,2.2791904045840647,294.3187242385772,0.31351912806688154
0.7166666666666667,1.8387666666666667,1.9452298287547087,2.273891460514652,294.6494235012534,0.3129743260026615
0.7333333333333333,1.8361333333333334,1.944139668960564,2.2686122022448547,294.97996046758004,0.31242862362083285
0.75,1.8335000000000001,1.9430514673938213,2.263350558113589,295.3104587045346,0.31188215722320667
0.7666666666666667,1.8308666666666666,1.9419652956580276,2.258106813422354,295.64089465692626,0.31133490667688174
0.7833333333333333,1.8282333333333334,1.9408812395858792,2.2528813201887994,295.971240279099,0.31078684741791507
0.8,1.8256000000000001,1.939798985482315,2.2476725067823446,296.30158940003696,0.3102380828268299
0.8166666666666667,1.8229666666666668,1.9387185534962645,2.242480414196103,296.631934326151,0.3096886091576979
0.8333333333333334,1.8203333333333336,1.9376398094125855,2.2373043429908686,296.96231463397197,0.30913847196574445
0.85,1.8177000000000003,1.9365628196441849,2.2321445583768567,297.29270857132263,0.3085876526708829
0.8666666666666667,1.8150666666666668,1.9354872674567696,2.226999492430468,297.6232120803274,0.3080362547675532
0.8833333333333333,1.8124333333333333,1.93441295224667,2.2218681409270924,297.9538859734984,0.30748434434558963
0.9,1.8097999999999999,1.9333399209279838,2.216750685203033,298.28471509526116,0.30693190859838154
0.9166666666666666,1.8071666666666666,1.9322679890679955,2.211646204593602,298.6157556961605,0.30637900816766733
0.9333333333333333,1.8045333333333333,1.9311970634759308,2.2065542174202806,298.9470361549117,0.3058256745138099
0.95,1.8019,1.9301271664021977,2.2014747924855134,299.278549240063,0.30527190244072644
0.9666666666666667,1.7992666666666668,1.929058260662438,2.19640771656794,299.6103061343486,0.30471770557286953
0.9833333333333333,1.7966333333333333,1.9279904648516917,2.1913535144500464,299.94226962519963,0.3041630483313854
1.0,1.794,1.9269234835874036,2.1863107526196055,300.27453127387645,0.3036080257893613
1.0166666666666666,1.7909666666666668,1.9258571078437585,2.181278413305947,300.60715629215986,0.3029173812670099
1.0333333333333334,1.7879333333333334,1.9247912869755432,2.176256230499299,300.9401607988905,0.30222658496782007
1.05,1.7849,1.9237259332887373,2.171243765530816,301.27357262233437,0.30153566663704323
1.0666666666666667,1.7818666666666667,1.9226608314423836,2.1662399830598487,301.6074598213219,0.30084469578356804
1.0833333333333333,1.7788333333333333,1.9215959498872028,2.1612447153767924,301.9418331459803,0.3001536840373599
1.1,1.7758,1.9205314300976994,2.156258605537906,302.2766489489904,0.29946258900818395
1.1166666666666667,1.7727666666666666,1.9194671513885246,2.1512810675208107,302.6119459496849,0.2987714502343837
1.1333333333333333,1.7697333333333336,1.9184031437595168,2.146312221903315,302.94771553049924,0.298080260170476
1.15,1.7667000000000002,1.9173395650810703,2.1413527843000515,303.2839085595691,0.29738897167701306
1.1666666666666667,1.763666666666667,1.9162762474021482,2.136401950102657,303.6205788221979,0.29669763886263356
1.1833333333333333,1.7606333333333335,1.9152130742716118,2.131459158679717,303.9577641122692,0.29600629955502883
1.2,1.7576,1.9141499748694386,2.126524064348817,304.2954879637383,0.2953149772525153
1.2166666666666666,1.7545666666666668,1.913086904526396,2.1215964445569617,304.6337657349206,0.2946236872492162
1.2333333333333334,1.7515333333333334,1.9120240101911747,2.1166769642463126,304.9725517549818,0.2939323858328165
1.25,1.7485,1.9109613145013649,2.1117657102835468,305.3118397653881,0.2932410677736294
1.2666666666666666,1.7454666666666667,1.9098987992931686,2.1068625808225656,305.6516365209215,0.29254974039844545
1.2833333333333334,1.7424333333333333,1.908836220211368,2.1019664330973598,305.9920213356387,0.2918584801694782
1.3,1.7394,1.9077736480620227,2.097077580036615,306.3329728382455,0.29116726681323296
1.3166666666666667,1.7363666666666666,1.9067110748873253,2.0921959710869253,306.674494845969,0.29047610421783654
1.3333333333333333,1.7333333333333332,1.9056481845115718,2.0873201430999226,307.01669050986885,0.28978508999921443
1.35,1.7303,1.9045850647238416,2.0824504905553045,307.35953328460414,0.2890941984422284
1.3666666666666667,1.7272666666666665,1.9035218980867379,2.077587838713864,307.7029658006433,0.2884033753141118
1.3833333333333333,1.7242333333333333,1.902458744334866,2.0727324473773496,308.0469700744238,0.2877126039454002
1.4,1.7212,1.9013956555828493,2.067884540043544,308.39153046825237,0.2870218701065839
1.4166666666666667,1.7181666666666668,1.900332644969575,2.0630441614992074,308.73664389875086,0.28633117143622866
1.4333333333333333,1.7151333333333334,1.899269516228691,2.0582104048144716,309.0823754131613,0.28564056859591685
1.45,1.7121000000000002,1.8982061314139147,2.053382632951715,309.4287714777197,0.28495010430556456
1.4666666666666666,1.7090666666666667,1.8971425398189274,2.048561060786608,309.7758177187773,0.28425976487203175
1.4833333333333334,1.7060333333333333,1.8960789436209862,2.0437465934226124,310.12344964848165,0.2835694909891077
1.5,1.703,1.8950151326712457,2.0389382682824353,310.4717374462083,0.2828793469101441
1.5166666666666666,1.7004,1.8939514102656152,2.0341374440130675,310.82058323430203,0.28233312576183156
1.5333333333333334,1.6978,1.8928878993276201,2.029344658945568,311.1699477712149,0.28178675650499013
1.55,1.6952000000000003,1.8918243290994994,2.0245586779602527,311.5199211978406,0.281240320650896
1.5666666666666667,1.6926,1.8907609470863407,2.019780600153905,311.8704232903056,0.2806937453923406
1.5833333333333333,1.69,1.8896976655905544,2.015010015271277,312.2214840436331,0.28014705772039267
1.6,1.6874,1.8886345750471236,2.01024731287857,312.5730746884407,0.2796002317431634
1.6166666666666667,1.6848,1.8875716276756827,2.005492262355898,312.92521208316504,0.27905328258890927
1.6333333333333333,1.6822,1.8865091123442261,2.0007461370501733,313.27780138663474,0.27850612591221197
1.65,1.6795999999999998,1.8854466656098356,1.9960072954039256,313.6309641260969,0.2779588701821853
1.6666666666666667,1.677,1.88438421815657,1.9912754144539984,313.98472463034506,0.2774115366699849
1.6833333333333333,1.6744,1.8833218646058605,1.9865509016178522,314.33905266340935,0.2768640983353351
1.7,1.6718,1.8822595082404383,1.981833312827481,314.6939817587194,0.2763165844763875
1.7166666666666666,1.6691999999999998,1.8811973161984223,1.9771233756950952,315.04945729485235,0.27576894687604414
1.7333333333333334,1.6666,1.8801351405853945,1.9724204196878574,315.4055299722233,0.27522122983112896
1.75,1.6640000000000001,1.8790730514601122,1.9677247410576433,315.76217758026445,0.2746734136772805
1.7666666666666666,1.6614,1.8780108534558637,1.9630354633643325,316.11946710865857,0.2741255563573916
1.7833333333333334,1.6587999999999998,1.8769488226265032,1.9583537918626797,316.4773070222089,0.2735775780660907
1.8,1.6562000000000001,1.8758869785131167,1.9536797964289845,316.83569180722765,0.27302947413381423
1.8166666666666667,1.6536000000000002,1.874825398894046,1.9490138022675,317.19459620190185,0.27248122300032124
