,4.0,5.5,7.0,8.5,10.0,11.5,13.0,14.5,16.0
0.6,11.25456159840639,6.683392781215898,5.351515688579547,5.126297473181332,5.314968326663548,5.656478274126485,6.043556454659532,6.430364745609066,6.797575889326083
0.7,8.718926608148207,4.001487740273807,2.6212549111121772,2.3858820742038724,2.5812967783776664,2.9372821518870618,3.3422011034658206,3.748010194969145,4.134234068301571
0.8,7.239011006273506,2.4850530803977104,1.1115610362404529,0.8959896462037189,1.1152726926601755,1.4958151664907762,1.9245814956464136,2.3529475888633193,2.7602261921593207
0.9,6.426678702509211,1.7086467984613174,0.3793019672214313,0.20435187931672996,0.45961159756136694,0.8719225899129569,1.3288593756975282,1.7823414838021114,2.212129709668266
1.0,6.044816790901209,1.410343614446079,0.15037078938840753,0.03039853171594165,0.33011911774220504,0.7792992478128571,1.2674709478080362,1.7478698378644175,2.2011674284678895
1.1,5.944386031315036,1.424423696552945,0.25058540646157507,0.19533734560130853,0.5453648812739667,1.034953540818131,1.556481362886756,2.065022970820396,2.5424808859390136
1.2,6.0293615418774635,1.6435350338339743,0.5666658922181431,0.5825733513274551,0.9868178324777497,1.519190495004498,2.075483800113433,2.6129560871402933,3.1149575836227257
1.3,6.2365649934245235,1.996744005635083,1.0234980329790389,1.1145931303958783,1.575534160963728,2.1521925551413217,2.744119778095432,3.3109748777773236,3.837696698276493
1.4,6.523698657305476,2.4364125340350924,1.570482164686664,1.7390531790585102,2.25810880603987,2.8798955492763216,3.507911964203845,4.1043431768200485,4.655801996833282
